,Names,Prices,Ratings
1015,Samsung Metro 313,"₹2,315",4.1
1016,"T-Max Jaguar (Black, 4 GB)","₹3,595",3.7
1017,"Samsung Galaxy A70s (Prism Crush Red, 128 GB)","₹28,400",4.2
1018,Karbonn KX2,₹725,3.8
1019,"Samsung Galaxy A10s (Blue, 32 GB)","₹9,480",4.4
1020,"Gionee A1 (Grey, 64 GB)","₹21,499",4
1021,Q-Tel Q7,₹499,3.4
1022,Tambo A2200,₹990,4
1023,JIVI X570,₹899,3.7
1024,Karbonn K-Phone 7,"₹1,190",3.7
1025,"Realme U1 (Brave Blue, 64 GB)","₹8,995",4.4
1026,"Mi 4i (Yellow, 16 GB)","₹12,999",4.2
1027,"Tecno Camon i4 (Nebula Black, 32 GB)","₹7,599",4.1
1028,"Infinix Note 5 (Milan Black, 32 GB)","₹10,599",4.2
1029,Forme W1+,₹999,3.4
1030,"Forme F520 (Yellow, 4 GB)","₹2,099",3.7
1031,"Micromax E451 (White, 16 GB)","₹4,150",3.5
1032,I Kall K55 Combo Of Two Mobile,₹949,3.4
1033,"Honor 7A (Blue, 32 GB)","₹7,499",4.3
1034,"Samsung Galaxy On Max (Black, 32 GB)","₹19,900",4.3
1035,Forme Winner W3,₹845,3.9
1036,"Samsung Galaxy M10S (Stainless Black, 32 GB)","₹9,100",4.4
1037,I Kall K 55,₹549,3.3
1038,"OPPO F11 Pro (Aurora Green, 64 GB)","₹22,990",4.4
1039,Samsung Metro 313,"₹2,120",4.1
1040,I Kall K 71 Pack of Three,"₹1,199",3.4
1041,"Realme C1 (Navy Blue, 32 GB)","₹7,499",4.4
1042,I Kall K 2180,"₹1,299",3.8
1043,Forme Forme,"₹1,899",3
1044,"ZOPO Color F5 (Black, 16 GB)","₹5,500",3.5
1045,Forme Teddy T2,₹738,3.4
1046,Forme Teddy T2,₹699,3.4
1047,"Gome C7 (Gold, 16 GB)","₹3,999",4.1
1048,Lava A1,₹799,4.2
1049,Itel it5260,"₹1,269",4.9
1050,Jmax M43 Combo of two,"₹1,199",
1051,Jmax M43 Combo of two,"₹1,199",
1052,Jmax M43 Combo of two,"₹1,199",
1053,Jmax M43 Combo of two,"₹1,199",
1054,Jmax M43 Combo of two,"₹1,199",
1055,Jmax M43 Combo of two,"₹1,199",
1056,Intex Turbo 220,"₹1,029",4.1
1057,"Apple iPhone 11 (Yellow, 64 GB)","₹64,900",4.7
1058,"Coolpad Mega 5C (Sky Blue, 16 GB)","₹3,200",3.7
1059,Micromax X285,"₹2,999",
1060,"Nokia 6.1 Plus (Blue, 64 GB)","₹11,329",4.1
1061,Videocon Dost V1AA7 (V1388),₹850,3.9
1062,"Redmi Note 7 (Onyx Black, 32 GB)","₹9,999",4.4
1063,Forme Inspire,"₹1,728",3.5
1064,"Honor Holly 2 Plus (White, 16 GB)","₹8,499",4
1065,"Redmi K20 (Carbon Black, 128 GB)","₹24,999",4.5
1066,"Mi A2 (Red, 128 GB)","₹15,999",4.1
1067,"HTC U ULtra (Sapphire Blue, 64 GB)","₹62,990",4
1068,"Asus Zenfone Max Pro M1 (Blue, 32 GB)","₹7,499",4.3
1069,Kechaoda A18,₹880,
1070,Itel it2161,₹799,4
1071,Intex Eco 111,₹759,3.8
1072,Inovu A7,₹649,3.3
1073,Inovu A7,₹649,3.3
1074,Muphone M350,₹890,5
1075,Muphone M350,₹890,5
1076,Muphone M350,₹890,5
1077,Muphone M350,₹949,5
1078,Blackzone Force+,₹599,3.4
1079,I Kall K43,₹513,3.7
1080,"OPPO R17 Pro (Emerald Green, 128 GB)","₹31,590",4.1
1081,"Honor 5X (Grey, 16 GB)","₹12,999",4.1
1082,Itel IT 5617,"₹1,124",3.8
1083,"Panasonic P90 (Blue, 16 GB)","₹5,999",3.8
1084,"Honor 8X (Blue, 128 GB)","₹13,699",4.4
1085,Micromax CG666,"₹2,749",3.3
1086,"Tecno Camon I Twin (Midnight Black, 32 GB)","₹10,999",4.4
1087,Peace P1 Pack of Three Mobiles,"₹1,449",3.8
1088,I Kall K25 Combo of Two Mobiles,"₹1,199",3.5
1089,"Asus 6Z (Silver, 256 GB)","₹29,999",4.3
1090,Forme F Fone with Secondary Camera,₹899,3.7
1091,I Kall K24 New Combo of Two Mobiles,"₹1,199",3.6
1092,"Asus 6Z (Matte Black, 128 GB)","₹30,999",4.3
1093,Snexian Fire Commando Combo of Two Mobiles,"₹2,029",2.3
1094,Zen M72 Style,"₹1,229",3.6
1095,"Karbonn A52 plus (White and Silver, 4 GB)","₹2,741",3.6
1096,"Redmi Y1 lite (Rose Gold, 16 GB)","₹7,810",4.2
1097,"Zen Admire Shine (Red, 8 GB)","₹2,499",3.7
1098,I Kall K28 Combo of Two Mobiles,"₹1,199",3.4
1099,I Kall K28 Combo of Two Mobiles,"₹1,299",3.4
1100,Forme K09,₹655,3.5
1101,Forme K09,₹655,3.5
1102,Forme K09,₹699,3.6
1103,"InFocus Bingo 20 (Fashion White, 8 GB)","₹4,499",3.7
1104,"T-Max Butterfly (Dark Blue, 4 GB)","₹2,599",3.2
1105,Zen Atom 103,₹848,3.8
1106,Zen Atom 103,₹799,3.8
1107,"Apple iPhone 6s (Gold, 16 GB)","₹41,999",4.5
1108,"Asus Zenfone Max Pro M1 (Black, 64 GB)","₹11,499",4.3
1109,Samsung Guru FM Plus,"₹1,599",4.2
1110,Jmax M40 Combo of Two,"₹1,199",
1111,Jmax M40 Combo of Two,"₹1,199",
1112,Jmax M40 Combo of Two,"₹1,199",
1113,Jmax M40 Combo of Two,"₹1,199",
1114,Jmax M40 Combo of Two,"₹1,199",
1115,Jmax M40 Combo of Two,"₹1,199",
1116,Jmax M43,₹635,3.9
1117,Jmax M43,₹635,3.9
1118,"Itel A23 (Gradation Phantom Black, 8 GB)","₹4,099",4
1119,"POCO F1 (Armoured Edition, 128 GB)","₹18,999",4.5
1120,Forme Discovery,₹718,
1121,Kechaoda K331,"₹1,359",3.9
1122,"Infinix S4 (Nebula Blue, 64 GB)","₹9,599",4.2
1123,I Kall K5310 Combo of Two Mobile,"₹1,199",3.4
1124,I Kall K73,₹570,3.2
1125,Kechaoda K36,"₹1,349",4
1126,"Alcatel 3V (Spectrum Gold, 32 GB)","₹5,999",3.6
1127,Samsung Metro B313E Dual Sim - White,"₹2,120",4.1
1128,"Redmi K20 (Pearl White, 128 GB)","₹24,999",4.5
1129,"Yu Yureka Plus (Moon Dust Grey, 16 GB)","₹6,499",3.7
1130,"Realme 6 Pro (Lightning Orange, 128 GB)","₹18,999",4.6
1131,Karbonn K88 Dual Sim - Black & Red,"₹1,099",3.3
1132,"Apple iPhone 6s Plus (Rose Gold, 64 GB)","₹59,999",4.4
1133,Gfive Z2,₹799,3.9
1134,Kechaoda K116 Plus,₹899,4
1135,Salora Zing+,₹999,3.6
1136,Salora Zing+,₹999,3.6
1137,Kara Junior,₹599,3.8
1138,SSKY S-70 Josh,₹799,3.8
1139,"Redmi Y2 (Rose Gold, 64 GB)","₹10,999",4.4
1140,I Kall K 64,₹649,3.7
1141,"OPPO Reno2 (Luminous Black, 256 GB)","₹38,990",4.5
1142,"XOLO ERA 3X (Posh Black, 16 GB)","₹8,499",3.9
1143,"InFocus M260 (white/black, 8 GB)","₹3,499",3.7
1144,"Gionee P5_W (Gold, 16 GB)","₹4,070",3.8
1145,Samsung Guru Music 2,"₹1,877",4.3
1146,Blackbear C-88,₹999,3.7
1147,"Zen Cinemax Prime (Gold, 16 GB)","₹3,290",4.1
1148,"Honor 9N (Sapphire Blue, 128 GB)","₹9,499",4.3
1149,"Honor 9N (Sapphire Blue, 64 GB)","₹8,999",4.3
1150,"Apple iPhone 8 Plus (Space Grey, 256 GB)","₹84,900",4.6
1151,"Apple iPhone 6s Plus (Silver, 128 GB)","₹49,990",4.4
1152,"Apple iPhone 6s Plus (Silver, 128 GB)","₹49,990",4.4
1153,I Kall K18 New,₹649,3.7
1154,Chilli B39,₹944,3.4
1155,Karbonn K310n,₹698,3.8
1156,"Apple iPhone 6s Plus (Gold, 64 GB)","₹59,999",4.4
1157,"Panasonic Eluga I2 Activ (Gold, 16 GB)","₹7,490",3.5
1158,"Infinix Hot S3 (Blush Gold, 64 GB)","₹11,999",4.1
1159,"Infinix Hot S3 (Topaz Blue, 64 GB)","₹11,999",4.1
1160,Zen Power 102,₹979,3.9
1161,Intex Polo,₹763,3.7
1162,"Samsung Galaxy A20s (Green, 64 GB)","₹13,699",4.4
1163,Ssky S-10 Hero,₹699,3.3
1164,"Samsung Galaxy A20s (Blue, 64 GB)","₹13,699",4.4
1165,"Moto G7 (White, 64 GB)","₹9,999",4.3
1166,Forme N1,₹599,3.5
1167,Forme N1,₹599,3.5
1168,Kechaoda K100,₹990,3.8
1169,"Apple iPhone 8 (PRODUCT)RED (Red, 64 GB)","₹38,999",4.7
1170,Micromax X607,"₹1,124",3.4
1171,Forme Mini 1,₹899,3.5
1172,"Redmi Y1 (Gold, 64 GB)","₹9,990",4.1
1173,InFocus F115,₹799,3.7
1174,"Asus ZenFone 5Z (Midnight Blue, 256 GB)","₹21,999",4.5
1175,"Forme Discovery P9 (Black, 512 MB)","₹1,699",3.2
1176,Blackbear C-88 Karaoke,"₹1,699",3.7
1177,Do M 20,"₹1,000",3.7
1178,Do M10,₹899,3.6
1179,Samsung Metro 313,"₹2,120",4.1
1180,Muphone M380,₹890,4.7
1181,Muphone M380,₹890,4.7
1182,Muphone M380,₹890,4.7
1183,Muphone M380,₹890,4.7
1184,Tork T27 Power,₹949,3.6
1185,"Vivo Z1Pro (Mirror Black, 64 GB)","₹14,799",4.5
1186,"T-Max Butterfly (Blue, 4 GB)","₹1,999",3.2
1187,"T-Max Butterfly (White & Yellow, 4 GB)","₹2,399",3.2
1188,"T-Max Butterfly (Black, 4 GB)","₹1,999",3.2
1189,"Huawei Y9 prime (Blue, 128 GB)","₹14,499",5
1190,Intex Eco 205,₹934,3.7
1191,"Apple iPhone 7 (PRODUCT) (Red, 256 GB)","₹63,999",4.7
1192,Hicell C1 Fox,₹539,3.5
1193,"Alcatel 5V (Spectrum Blue, 32 GB)","₹3,799",4.5
1194,Micromax X908,"₹1,179",3.7
1195,Salora KT24+ Vishaal,"₹1,099",3.6
1196,Micromax Astra,"₹1,635",3.2
1197,Zen Atom 101,₹774,3.5
1198,"Gionee Pioneer P3 (White, 4 GB)","₹2,350",3.9
1199,"HTC Desire 10 Pro (Stone Black, 64 GB)","₹20,579",4.1
